antibody,ab_group,mean_escape,time,umap_x,umap_y,kmeans_cluster,custom_cluster
BD55-5286,E1,0.37042912000000006,2.0000000000000004,-0.28056154,5.419976,7,5
BD55-5286,E1,0.4832567873303168,2.1000000000000005,-0.28056154,5.419976,7,5
BD55-5286,E1,0.5164411184210527,2.2000000000000006,-0.28056154,5.419976,7,5
BD55-5286,E1,0.5111981927710844,2.3000000000000007,-0.28056154,5.419976,7,5
BD55-5286,E1,0.5094146341463416,2.400000000000001,-0.28056154,5.419976,7,5
BD55-5286,E1,0.5081468309859155,2.500000000000001,-0.28056154,5.419976,7,5
BD55-5286,E1,0.5100265625,2.600000000000001,-0.28056154,5.419976,7,5
BD55-5286,E1,0.5328320945945947,2.700000000000001,-0.28056154,5.419976,7,5
BD55-5286,E1,0.5356957746478874,2.800000000000001,-0.28056154,5.419976,7,5
BD55-5286,E1,0.5232451388888889,2.9000000000000012,-0.28056154,5.419976,7,5
BD55-5286,E1,0.5285026639344262,3.0000000000000013,-0.28056154,5.419976,7,5
BD55-5286,E1,0.5553009933774835,3.1000000000000014,-0.28056154,5.419976,7,5
BD55-5286,E1,0.5869272727272727,3.2000000000000015,-0.28056154,5.419976,7,5
BD55-5286,E1,0.5897588235294119,3.3000000000000016,-0.28056154,5.419976,7,5
BD55-5286,E1,0.5866451219512197,3.4000000000000017,-0.28056154,5.419976,7,5
BD55-5286,E1,0.5898867187500001,3.5000000000000018,-0.28056154,5.419976,7,5
BD55-5296,F2,0.0008652777777777779,0.1,0.9162511,5.1890287,7,5
BD55-5296,F2,0.0,0.2,0.9162511,5.1890287,7,5
BD55-5296,F2,0.0,0.30000000000000004,0.9162511,5.1890287,7,5
BD55-5296,F2,0.0,0.4,0.9162511,5.1890287,7,5
BD55-5296,F2,0.0,0.5,0.9162511,5.1890287,7,5
BD55-5296,F2,6.771084337349398e-05,0.6,0.9162511,5.1890287,7,5
BD55-5296,F2,8.086330935251798e-05,0.7,0.9162511,5.1890287,7,5
BD55-5296,F2,0.0003080354609929078,0.7999999999999999,0.9162511,5.1890287,7,5
BD55-5296,F2,0.0006328008849557522,0.8999999999999999,0.9162511,5.1890287,7,5
BD55-5296,F2,0.00043,0.9999999999999999,0.9162511,5.1890287,7,5
BD55-5296,F2,0.0002676190476190476,1.0999999999999999,0.9162511,5.1890287,7,5
BD55-5296,F2,0.00013933884297520662,1.2,0.9162511,5.1890287,7,5
BD55-5296,F2,0.0,1.3,0.9162511,5.1890287,7,5
BD55-5296,F2,0.0,1.4000000000000001,0.9162511,5.1890287,7,5
BD55-5296,F2,6.694078947368421e-05,1.5000000000000002,0.9162511,5.1890287,7,5
BD55-5296,F2,0.00010435897435897436,1.6000000000000003,0.9162511,5.1890287,7,5
BD55-5296,F2,0.0,1.7000000000000004,0.9162511,5.1890287,7,5
BD55-5296,F2,0.0,1.8000000000000005,0.9162511,5.1890287,7,5
BD55-5296,F2,0.0,1.9000000000000006,0.9162511,5.1890287,7,5
BD55-5296,F2,0.08938460000000001,2.0000000000000004,0.9162511,5.1890287,7,5
BD55-5296,F2,0.17934689140271493,2.1000000000000005,0.9162511,5.1890287,7,5
BD55-5296,F2,0.3926889868421053,2.2000000000000006,0.9162511,5.1890287,7,5
BD55-5296,F2,0.548594,2.3000000000000007,0.9162511,5.1890287,7,5
BD55-5296,F2,0.5871664817073171,2.400000000000001,0.9162511,5.1890287,7,5
BD55-5296,F2,0.5923466690140846,2.500000000000001,0.9162511,5.1890287,7,5
BD55-5296,F2,0.6013335234375,2.600000000000001,0.9162511,5.1890287,7,5
BD55-5296,F2,0.598725668918919,2.700000000000001,0.9162511,5.1890287,7,5
BD55-5296,F2,0.6046111971830986,2.800000000000001,0.9162511,5.1890287,7,5
BD55-5296,F2,0.6095179953703704,2.9000000000000012,0.9162511,5.1890287,7,5
BD55-5296,F2,0.6097705532786886,3.0000000000000013,0.9162511,5.1890287,7,5
BD55-5296,F2,0.6065571920529801,3.1000000000000014,0.9162511,5.1890287,7,5
BD55-5296,F2,0.5992925206611571,3.2000000000000015,0.9162511,5.1890287,7,5
BD55-5296,F2,0.6009686274509803,3.3000000000000016,0.9162511,5.1890287,7,5
BD55-5296,F2,0.6098708048780489,3.4000000000000017,0.9162511,5.1890287,7,5
BD55-5296,F2,0.61252315625,3.5000000000000018,0.9162511,5.1890287,7,5
BD55-5301,F2,0.004629629629629629,0.1,4.0456,6.789287,4,4
BD55-5301,F2,0.0,0.2,4.0456,6.789287,4,4
BD55-5301,F2,0.0,0.30000000000000004,4.0456,6.789287,4,4
BD55-5301,F2,0.00019809716599190284,0.4,4.0456,6.789287,4,4
BD55-5301,F2,0.00024964285714285713,0.5,4.0456,6.789287,4,4
BD55-5301,F2,0.0,0.6,4.0456,6.789287,4,4
BD55-5301,F2,0.0,0.7,4.0456,6.789287,4,4
BD55-5301,F2,0.0,0.7999999999999999,4.0456,6.789287,4,4
BD55-5301,F2,0.006394690265486726,0.8999999999999999,4.0456,6.789287,4,4
BD55-5301,F2,0.0046619354838709675,0.9999999999999999,4.0456,6.789287,4,4
BD55-5301,F2,0.00016642857142857144,1.0999999999999999,4.0456,6.789287,4,4
BD55-5301,F2,0.0009811157024793389,1.2,4.0456,6.789287,4,4
BD55-5301,F2,0.0010750950570342205,1.3,4.0456,6.789287,4,4
BD55-5301,F2,0.0021587719298245614,1.4000000000000001,4.0456,6.789287,4,4
BD55-5301,F2,0.003617105263157895,1.5000000000000002,4.0456,6.789287,4,4
BD55-5301,F2,0.0033028205128205128,1.6000000000000003,4.0456,6.789287,4,4
BD55-5301,F2,0.001663235294117647,1.7000000000000004,4.0456,6.789287,4,4
BD55-5301,F2,0.0006590909090909091,1.8000000000000005,4.0456,6.789287,4,4
BD55-5301,F2,0.008885909090909092,1.9000000000000006,4.0456,6.789287,4,4
BD55-5301,F2,0.17307772,2.0000000000000004,4.0456,6.789287,4,4
BD55-5301,F2,0.3299316742081448,2.1000000000000005,4.0456,6.789287,4,4
BD55-5301,F2,0.6709799342105264,2.2000000000000006,4.0456,6.789287,4,4
BD55-5301,F2,0.9162762048192772,2.3000000000000007,4.0456,6.789287,4,4
BD55-5301,F2,0.9754448170731708,2.400000000000001,4.0456,6.789287,4,4
BD55-5301,F2,0.9747151408450704,2.500000000000001,4.0456,6.789287,4,4
BD55-5301,F2,0.9819546875,2.600000000000001,4.0456,6.789287,4,4
BD55-5301,F2,0.9761800675675676,2.700000000000001,4.0456,6.789287,4,4
BD55-5301,F2,0.9859542253521127,2.800000000000001,4.0456,6.789287,4,4
BD55-5301,F2,0.9968300925925926,2.9000000000000012,4.0456,6.789287,4,4
BD55-5301,F2,0.9971938524590164,3.0000000000000013,4.0456,6.789287,4,4
BD55-5301,F2,0.9909311258278145,3.1000000000000014,4.0456,6.789287,4,4
BD55-5301,F2,0.9773652892561984,3.2000000000000015,4.0456,6.789287,4,4
BD55-5301,F2,0.9798617647058823,3.3000000000000016,4.0456,6.789287,4,4
BD55-5301,F2,0.9958250000000001,3.4000000000000017,4.0456,6.789287,4,4
BD55-5301,F2,1.0,3.5000000000000018,4.0456,6.789287,4,4
BD55-5303,E1,0.0,0.1,2.592595,0.56897706,17,7
BD55-5303,E1,0.0,0.2,2.592595,0.56897706,17,7
BD55-5303,E1,0.0,0.30000000000000004,2.592595,0.56897706,17,7
BD55-5303,E1,0.0013275303643724694,0.4,2.592595,0.56897706,17,7
BD55-5303,E1,0.0016729591836734691,0.5,2.592595,0.56897706,17,7
BD55-5303,E1,0.0,0.6,2.592595,0.56897706,17,7
BD55-5303,E1,0.001572661870503597,0.7,2.592595,0.56897706,17,7
BD55-5303,E1,0.0038385815602836877,0.7999999999999999,2.592595,0.56897706,17,7
BD55-5303,E1,0.0060470796460177,0.8999999999999999,2.592595,0.56897706,17,7
BD55-5303,E1,0.01225683870967742,0.9999999999999999,2.592595,0.56897706,17,7
BD55-5303,E1,0.023208979591836734,1.0999999999999999,2.592595,0.56897706,17,7
BD55-5303,E1,0.04183276859504133,1.2,2.592595,0.56897706,17,7
BD55-5303,E1,0.04397665399239544,1.3,2.592595,0.56897706,17,7
BD55-5303,E1,0.028403508771929827,1.4000000000000001,2.592595,0.56897706,17,7
BD55-5303,E1,0.020270197368421054,1.5000000000000002,2.592595,0.56897706,17,7
BD55-5303,E1,0.01776994871794872,1.6000000000000003,2.592595,0.56897706,17,7
BD55-5303,E1,0.015570470588235295,1.7000000000000004,2.592595,0.56897706,17,7
BD55-5303,E1,0.011074825174825175,1.8000000000000005,2.592595,0.56897706,17,7
BD55-5303,E1,0.11639577922077922,1.9000000000000006,2.592595,0.56897706,17,7
BD55-5303,E1,0.30879239999999997,2.0000000000000004,2.592595,0.56897706,17,7
BD55-5303,E1,0.39783638009049777,2.1000000000000005,2.592595,0.56897706,17,7
BD55-5303,E1,0.30194269736842105,2.2000000000000006,2.592595,0.56897706,17,7
BD55-5303,E1,0.1808494578313253,2.3000000000000007,2.592595,0.56897706,17,7
BD55-5303,E1,0.1864010975609756,2.400000000000001,2.592595,0.56897706,17,7
BD55-5303,E1,0.23197380281690141,2.500000000000001,2.592595,0.56897706,17,7
BD55-5303,E1,0.26640328125,2.600000000000001,2.592595,0.56897706,17,7
BD55-5303,E1,0.4409772972972973,2.700000000000001,2.592595,0.56897706,17,7
BD55-5303,E1,0.5775909154929577,2.800000000000001,2.592595,0.56897706,17,7
BD55-5303,E1,0.6687146296296297,2.9000000000000012,2.592595,0.56897706,17,7
BD55-5303,E1,0.7293782786885246,3.0000000000000013,2.592595,0.56897706,17,7
BD55-5303,E1,0.8105360264900662,3.1000000000000014,2.592595,0.56897706,17,7
BD55-5303,E1,0.8666090082644629,3.2000000000000015,2.592595,0.56897706,17,7
BD55-5303,E1,0.8736644117647059,3.3000000000000016,2.592595,0.56897706,17,7
BD55-5303,E1,0.8950747560975609,3.4000000000000017,2.592595,0.56897706,17,7
BD55-5303,E1,0.91352125,3.5000000000000018,2.592595,0.56897706,17,7
BD55-5304,F2,0.0014805555555555555,0.1,1.0924395,5.2852535,7,5
BD55-5304,F2,0.0,0.2,1.0924395,5.2852535,7,5
BD55-5304,F2,0.0,0.30000000000000004,1.0924395,5.2852535,7,5
BD55-5304,F2,0.0001977732793522267,0.4,1.0924395,5.2852535,7,5
BD55-5304,F2,0.000249234693877551,0.5,1.0924395,5.2852535,7,5
BD55-5304,F2,0.0,0.6,1.0924395,5.2852535,7,5
BD55-5304,F2,0.0,0.7,1.0924395,5.2852535,7,5
BD55-5304,F2,0.0002819858156028369,0.7999999999999999,1.0924395,5.2852535,7,5
BD55-5304,F2,0.0005316814159292035,0.8999999999999999,1.0924395,5.2852535,7,5
BD55-5304,F2,0.00025935483870967744,0.9999999999999999,1.0924395,5.2852535,7,5
BD55-5304,F2,0.00024081632653061226,1.0999999999999999,1.0924395,5.2852535,7,5
BD55-5304,F2,0.00020185950413223138,1.2,1.0924395,5.2852535,7,5
BD55-5304,F2,6.93916349809886e-05,1.3,1.0924395,5.2852535,7,5
BD55-5304,F2,5.33625730994152e-05,1.4000000000000001,1.0924395,5.2852535,7,5
BD55-5304,F2,0.0001911513157894737,1.5000000000000002,1.0924395,5.2852535,7,5
BD55-5304,F2,0.00029800000000000003,1.6000000000000003,1.0924395,5.2852535,7,5
BD55-5304,F2,0.00020952941176470587,1.7000000000000004,1.0924395,5.2852535,7,5
BD55-5304,F2,0.0013770629370629369,1.8000000000000005,1.0924395,5.2852535,7,5
BD55-5304,F2,0.01733707792207792,1.9000000000000006,1.0924395,5.2852535,7,5
BD55-5304,F2,0.1277098,2.0000000000000004,1.0924395,5.2852535,7,5
BD55-5304,F2,0.22486027149321267,2.1000000000000005,1.0924395,5.2852535,7,5
BD55-5304,F2,0.4279202631578947,2.2000000000000006,1.0924395,5.2852535,7,5
BD55-5304,F2,0.57507,2.3000000000000007,1.0924395,5.2852535,7,5
BD55-5304,F2,0.6109352439024389,2.400000000000001,1.0924395,5.2852535,7,5
BD55-5304,F2,0.6115064084507043,2.500000000000001,1.0924395,5.2852535,7,5
BD55-5304,F2,0.617566640625,2.600000000000001,1.0924395,5.2852535,7,5
BD55-5304,F2,0.6173031756756756,2.700000000000001,1.0924395,5.2852535,7,5
BD55-5304,F2,0.6227526056338029,2.800000000000001,1.0924395,5.2852535,7,5
BD55-5304,F2,0.6289031944444444,2.9000000000000012,1.0924395,5.2852535,7,5
BD55-5304,F2,0.6311077459016393,3.0000000000000013,1.0924395,5.2852535,7,5
BD55-5304,F2,0.6305302649006622,3.1000000000000014,1.0924395,5.2852535,7,5
BD55-5304,F2,0.6270197520661157,3.2000000000000015,1.0924395,5.2852535,7,5
BD55-5304,F2,0.6309231372549019,3.3000000000000016,1.0924395,5.2852535,7,5
BD55-5304,F2,0.6407029268292682,3.4000000000000017,1.0924395,5.2852535,7,5
BD55-5304,F2,0.64516578125,3.5000000000000018,1.0924395,5.2852535,7,5
BD55-5305,F3,0.004629629629629629,0.1,3.9575596,6.854332,4,4
BD55-5305,F3,0.0,0.2,3.9575596,6.854332,4,4
BD55-5305,F3,0.0,0.30000000000000004,3.9575596,6.854332,4,4
BD55-5305,F3,4.1619433198380565e-05,0.4,3.9575596,6.854332,4,4
BD55-5305,F3,5.244897959183673e-05,0.5,3.9575596,6.854332,4,4
BD55-5305,F3,1.66144578313253e-05,0.6,3.9575596,6.854332,4,4
BD55-5305,F3,1.9841726618705036e-05,0.7,3.9575596,6.854332,4,4
BD55-5305,F3,5.183687943262412e-05,0.7999999999999999,3.9575596,6.854332,4,4
BD55-5305,F3,9.214601769911505e-05,0.8999999999999999,3.9575596,6.854332,4,4
BD55-5305,F3,9.208064516129033e-05,0.9999999999999999,3.9575596,6.854332,4,4
BD55-5305,F3,0.00015643197278911565,1.0999999999999999,3.9575596,6.854332,4,4
BD55-5305,F3,0.00020427272727272726,1.2,3.9575596,6.854332,4,4
BD55-5305,F3,0.0001761216730038023,1.3,3.9575596,6.854332,4,4
BD55-5305,F3,0.00011004385964912282,1.4000000000000001,3.9575596,6.854332,4,4
BD55-5305,F3,6.348684210526316e-05,1.5000000000000002,3.9575596,6.854332,4,4
BD55-5305,F3,5.938461538461538e-05,1.6000000000000003,3.9575596,6.854332,4,4
BD55-5305,F3,5.108823529411765e-05,1.7000000000000004,3.9575596,6.854332,4,4
BD55-5305,F3,0.0008324475524475525,1.8000000000000005,3.9575596,6.854332,4,4
BD55-5305,F3,0.013677727272727274,1.9000000000000006,3.9575596,6.854332,4,4
BD55-5305,F3,0.17524042,2.0000000000000004,3.9575596,6.854332,4,4
BD55-5305,F3,0.3259891176470588,2.1000000000000005,3.9575596,6.854332,4,4
BD55-5305,F3,0.6604908881578947,2.2000000000000006,3.9575596,6.854332,4,4
BD55-5305,F3,0.9075809638554218,2.3000000000000007,3.9575596,6.854332,4,4
BD55-5305,F3,0.9689273170731707,2.400000000000001,3.9575596,6.854332,4,4
BD55-5305,F3,0.9694320070422535,2.500000000000001,3.9575596,6.854332,4,4
BD55-5305,F3,0.9744859765625,2.600000000000001,3.9575596,6.854332,4,4
BD55-5305,F3,0.962624391891892,2.700000000000001,3.9575596,6.854332,4,4
BD55-5305,F3,0.9734061619718309,2.800000000000001,3.9575596,6.854332,4,4
BD55-5305,F3,0.9930068055555556,2.9000000000000012,3.9575596,6.854332,4,4
BD55-5305,F3,0.9938093032786885,3.0000000000000013,3.9575596,6.854332,4,4
BD55-5305,F3,0.9799929801324503,3.1000000000000014,3.9575596,6.854332,4,4
BD55-5305,F3,0.9500651239669422,3.2000000000000015,3.9575596,6.854332,4,4
BD55-5305,F3,0.9555631862745098,3.3000000000000016,3.9575596,6.854332,4,4
BD55-5305,F3,0.9907776829268292,3.4000000000000017,3.9575596,6.854332,4,4
BD55-5305,F3,1.0,3.5000000000000018,3.9575596,6.854332,4,4
BD55-5319,E1,0.0,0.1,3.5603456,0.9596189,1,7
BD55-5319,E1,4.3483146067415735e-05,0.2,3.5603456,0.9596189,1,7
BD55-5319,E1,3.9896907216494845e-05,0.30000000000000004,3.5603456,0.9596189,1,7
BD55-5319,E1,0.0,0.4,3.5603456,0.9596189,1,7
BD55-5319,E1,5.923469387755102e-05,0.5,3.5603456,0.9596189,1,7
BD55-5319,E1,0.00013987951807228915,0.6,3.5603456,0.9596189,1,7
BD55-5319,E1,0.0005011510791366906,0.7,3.5603456,0.9596189,1,7
BD55-5319,E1,0.0006587234042553192,0.7999999999999999,3.5603456,0.9596189,1,7
BD55-5319,E1,0.0003596017699115045,0.8999999999999999,3.5603456,0.9596189,1,7
BD55-5319,E1,0.00033706451612903224,0.9999999999999999,3.5603456,0.9596189,1,7
BD55-5319,E1,0.00019744897959183676,1.0999999999999999,3.5603456,0.9596189,1,7
BD55-5319,E1,0.010005413223140497,1.2,3.5603456,0.9596189,1,7
BD55-5319,E1,0.013052927756653994,1.3,3.5603456,0.9596189,1,7
BD55-5319,E1,0.012938391812865496,1.4000000000000001,3.5603456,0.9596189,1,7
BD55-5319,E1,0.0145175,1.5000000000000002,3.5603456,0.9596189,1,7
BD55-5319,E1,0.015384615384615385,1.6000000000000003,3.5603456,0.9596189,1,7
BD55-5319,E1,0.01778364705882353,1.7000000000000004,3.5603456,0.9596189,1,7
BD55-5319,E1,0.010410559440559441,1.8000000000000005,3.5603456,0.9596189,1,7
BD55-5319,E1,0.1249535064935065,1.9000000000000006,3.5603456,0.9596189,1,7
BD55-5319,E1,0.3596068,2.0000000000000004,3.5603456,0.9596189,1,7
BD55-5319,E1,0.47819968325791856,2.1000000000000005,3.5603456,0.9596189,1,7
BD55-5319,E1,0.3970482894736842,2.2000000000000006,3.5603456,0.9596189,1,7
BD55-5319,E1,0.2721427710843373,2.3000000000000007,3.5603456,0.9596189,1,7
BD55-5319,E1,0.2740778048780488,2.400000000000001,3.5603456,0.9596189,1,7
BD55-5319,E1,0.2973304929577465,2.500000000000001,3.5603456,0.9596189,1,7
BD55-5319,E1,0.2967925,2.600000000000001,3.5603456,0.9596189,1,7
BD55-5319,E1,0.4807504054054054,2.700000000000001,3.5603456,0.9596189,1,7
BD55-5319,E1,0.6291750704225352,2.800000000000001,3.5603456,0.9596189,1,7
BD55-5319,E1,0.7635356944444445,2.9000000000000012,3.5603456,0.9596189,1,7
BD55-5319,E1,0.8311987295081967,3.0000000000000013,3.5603456,0.9596189,1,7
BD55-5319,E1,0.8910623178807947,3.1000000000000014,3.5603456,0.9596189,1,7
BD55-5319,E1,0.9424996694214877,3.2000000000000015,3.5603456,0.9596189,1,7
BD55-5319,E1,0.946946862745098,3.3000000000000016,3.5603456,0.9596189,1,7
BD55-5319,E1,0.9717173170731707,3.4000000000000017,3.5603456,0.9596189,1,7
BD55-5319,E1,0.9879209375,3.5000000000000018,3.5603456,0.9596189,1,7
BD55-5323,F3,0.0,0.1,7.0320153,5.2948027,6,4
BD55-5323,F3,0.0,0.2,7.0320153,5.2948027,6,4
BD55-5323,F3,0.0,0.30000000000000004,7.0320153,5.2948027,6,4
BD55-5323,F3,0.0019886639676113356,0.4,7.0320153,5.2948027,6,4
BD55-5323,F3,0.0032113265306122443,0.5,7.0320153,5.2948027,6,4
BD55-5323,F3,0.0026990963855421687,0.6,7.0320153,5.2948027,6,4
BD55-5323,F3,0.0049053956834532375,0.7,7.0320153,5.2948027,6,4
BD55-5323,F3,0.007237517730496453,0.7999999999999999,7.0320153,5.2948027,6,4
BD55-5323,F3,0.01117853982300885,0.8999999999999999,7.0320153,5.2948027,6,4
BD55-5323,F3,0.019669612903225806,0.9999999999999999,7.0320153,5.2948027,6,4
BD55-5323,F3,0.036712414965986394,1.0999999999999999,7.0320153,5.2948027,6,4
BD55-5323,F3,0.05746392561983472,1.2,7.0320153,5.2948027,6,4
BD55-5323,F3,0.05626209125475285,1.3,7.0320153,5.2948027,6,4
BD55-5323,F3,0.033355847953216375,1.4000000000000001,7.0320153,5.2948027,6,4
BD55-5323,F3,0.020595690789473684,1.5000000000000002,7.0320153,5.2948027,6,4
BD55-5323,F3,0.015554717948717949,1.6000000000000003,7.0320153,5.2948027,6,4
BD55-5323,F3,0.008022823529411765,1.7000000000000004,7.0320153,5.2948027,6,4
BD55-5323,F3,0.01080034965034965,1.8000000000000005,7.0320153,5.2948027,6,4
BD55-5323,F3,0.12966720779220778,1.9000000000000006,7.0320153,5.2948027,6,4
BD55-5323,F3,0.3800786,2.0000000000000004,7.0320153,5.2948027,6,4
BD55-5323,F3,0.5470950678733031,2.1000000000000005,7.0320153,5.2948027,6,4
BD55-5323,F3,0.7548461184210526,2.2000000000000006,7.0320153,5.2948027,6,4
BD55-5323,F3,0.8581147590361445,2.3000000000000007,7.0320153,5.2948027,6,4
BD55-5323,F3,0.8688563414634145,2.400000000000001,7.0320153,5.2948027,6,4
BD55-5323,F3,0.8700787323943662,2.500000000000001,7.0320153,5.2948027,6,4
BD55-5323,F3,0.844600859375,2.600000000000001,7.0320153,5.2948027,6,4
BD55-5323,F3,0.8423787162162162,2.700000000000001,7.0320153,5.2948027,6,4
BD55-5323,F3,0.8800459154929577,2.800000000000001,7.0320153,5.2948027,6,4
BD55-5323,F3,0.8579680092592592,2.9000000000000012,7.0320153,5.2948027,6,4
BD55-5323,F3,0.8501809016393442,3.0000000000000013,7.0320153,5.2948027,6,4
BD55-5323,F3,0.8538124503311258,3.1000000000000014,7.0320153,5.2948027,6,4
BD55-5323,F3,0.8521634710743802,3.2000000000000015,7.0320153,5.2948027,6,4
BD55-5323,F3,0.8721832352941176,3.3000000000000016,7.0320153,5.2948027,6,4
BD55-5323,F3,0.8934421951219512,3.4000000000000017,7.0320153,5.2948027,6,4
BD55-5323,F3,0.89404203125,3.5000000000000018,7.0320153,5.2948027,6,4
BD55-5325,F3,0.0,0.1,-1.1230403,4.513638,7,5
BD55-5325,F3,0.0,0.2,-1.1230403,4.513638,7,5
BD55-5325,F3,0.0,0.30000000000000004,-1.1230403,4.513638,7,5
BD55-5325,F3,0.0024039676113360325,0.4,-1.1230403,4.513638,7,5
BD55-5325,F3,0.003029489795918367,0.5,-1.1230403,4.513638,7,5
BD55-5325,F3,0.0020828915662650604,0.6,-1.1230403,4.513638,7,5
BD55-5325,F3,0.002487482014388489,0.7,-1.1230403,4.513638,7,5
BD55-5325,F3,0.006002127659574468,0.7999999999999999,-1.1230403,4.513638,7,5
BD55-5325,F3,0.012482300884955753,0.8999999999999999,-1.1230403,4.513638,7,5
BD55-5325,F3,0.0091,0.9999999999999999,-1.1230403,4.513638,7,5
BD55-5325,F3,0.008602721088435376,1.0999999999999999,-1.1230403,4.513638,7,5
BD55-5325,F3,0.006816528925619835,1.2,-1.1230403,4.513638,7,5
BD55-5325,F3,0.0014190114068441063,1.3,-1.1230403,4.513638,7,5
BD55-5325,F3,0.001454970760233918,1.4000000000000001,-1.1230403,4.513638,7,5
BD55-5325,F3,0.001636842105263158,1.5000000000000002,-1.1230403,4.513638,7,5
BD55-5325,F3,0.0019138461538461538,1.6000000000000003,-1.1230403,4.513638,7,5
BD55-5325,F3,0.0021952941176470587,1.7000000000000004,-1.1230403,4.513638,7,5
BD55-5325,F3,0.006154265734265735,1.8000000000000005,-1.1230403,4.513638,7,5
BD55-5325,F3,0.10568707792207792,1.9000000000000006,-1.1230403,4.513638,7,5
BD55-5325,F3,0.27987491999999997,2.0000000000000004,-1.1230403,4.513638,7,5
BD55-5325,F3,0.3688601809954751,2.1000000000000005,-1.1230403,4.513638,7,5
BD55-5325,F3,0.3917698026315789,2.2000000000000006,-1.1230403,4.513638,7,5
BD55-5325,F3,0.38096355421686745,2.3000000000000007,-1.1230403,4.513638,7,5
BD55-5325,F3,0.38330560975609757,2.400000000000001,-1.1230403,4.513638,7,5
BD55-5325,F3,0.38921873239436616,2.500000000000001,-1.1230403,4.513638,7,5
BD55-5325,F3,0.38383757812499997,2.600000000000001,-1.1230403,4.513638,7,5
BD55-5325,F3,0.41412574324324325,2.700000000000001,-1.1230403,4.513638,7,5
BD55-5325,F3,0.4426581690140845,2.800000000000001,-1.1230403,4.513638,7,5
BD55-5325,F3,0.46455782407407403,2.9000000000000012,-1.1230403,4.513638,7,5
BD55-5325,F3,0.47700893442622944,3.0000000000000013,-1.1230403,4.513638,7,5
BD55-5325,F3,0.48880801324503304,3.1000000000000014,-1.1230403,4.513638,7,5
BD55-5325,F3,0.49890603305785125,3.2000000000000015,-1.1230403,4.513638,7,5
BD55-5325,F3,0.5007260784313725,3.3000000000000016,-1.1230403,4.513638,7,5
BD55-5325,F3,0.504690243902439,3.4000000000000017,-1.1230403,4.513638,7,5
BD55-5325,F3,0.5069818749999999,3.5000000000000018,-1.1230403,4.513638,7,5
BD55-5327,F2,0.0008217592592592592,0.1,5.0836096,6.035786,4,4
BD55-5327,F2,0.0,0.2,5.0836096,6.035786,4,4
BD55-5327,F2,0.0,0.30000000000000004,5.0836096,6.035786,4,4
BD55-5327,F2,0.0003802834008097166,0.4,5.0836096,6.035786,4,4
BD55-5327,F2,0.000479234693877551,0.5,5.0836096,6.035786,4,4
BD55-5327,F2,0.0,0.6,5.0836096,6.035786,4,4
BD55-5327,F2,0.0,0.7,5.0836096,6.035786,4,4
BD55-5327,F2,0.0,0.7999999999999999,5.0836096,6.035786,4,4
BD55-5327,F2,0.0008290265486725663,0.8999999999999999,5.0836096,6.035786,4,4
BD55-5327,F2,0.001195290322580645,0.9999999999999999,5.0836096,6.035786,4,4
BD55-5327,F2,0.0016344557823129253,1.0999999999999999,5.0836096,6.035786,4,4
BD55-5327,F2,0.003352685950413223,1.2,5.0836096,6.035786,4,4
BD55-5327,F2,0.003206273764258555,1.3,5.0836096,6.035786,4,4
BD55-5327,F2,0.0025837719298245614,1.4000000000000001,5.0836096,6.035786,4,4
BD55-5327,F2,0.00268,1.5000000000000002,5.0836096,6.035786,4,4
BD55-5327,F2,0.0032303589743589746,1.6000000000000003,5.0836096,6.035786,4,4
BD55-5327,F2,0.0032611764705882352,1.7000000000000004,5.0836096,6.035786,4,4
BD55-5327,F2,0.0022664335664335663,1.8000000000000005,5.0836096,6.035786,4,4
BD55-5327,F2,0.03414402597402598,1.9000000000000006,5.0836096,6.035786,4,4
BD55-5327,F2,0.23261556000000003,2.0000000000000004,5.0836096,6.035786,4,4
BD55-5327,F2,0.40365570135746603,2.1000000000000005,5.0836096,6.035786,4,4
BD55-5327,F2,0.7215256578947368,2.2000000000000006,5.0836096,6.035786,4,4
BD55-5327,F2,0.9327077108433734,2.3000000000000007,5.0836096,6.035786,4,4
BD55-5327,F2,0.9822794512195122,2.400000000000001,5.0836096,6.035786,4,4
BD55-5327,F2,0.9842489436619718,2.500000000000001,5.0836096,6.035786,4,4
BD55-5327,F2,0.9921875,2.600000000000001,5.0836096,6.035786,4,4
BD55-5327,F2,0.9932432432432432,2.700000000000001,5.0836096,6.035786,4,4
BD55-5327,F2,1.0,2.800000000000001,5.0836096,6.035786,4,4
BD55-5327,F2,1.0,2.9000000000000012,5.0836096,6.035786,4,4
BD55-5327,F2,1.0,3.0000000000000013,5.0836096,6.035786,4,4
BD55-5327,F2,1.0,3.1000000000000014,5.0836096,6.035786,4,4
BD55-5327,F2,1.0,3.2000000000000015,5.0836096,6.035786,4,4
BD55-5327,F2,1.0,3.3000000000000016,5.0836096,6.035786,4,4
BD55-5327,F2,1.0,3.4000000000000017,5.0836096,6.035786,4,4
BD55-5327,F2,1.0,3.5000000000000018,5.0836096,6.035786,4,4
BD55-5333,F2,0.0004244444444444444,0.1,8.772011,7.1983757,16,4
BD55-5333,F2,0.0,0.2,8.772011,7.1983757,16,4
BD55-5333,F2,0.0,0.30000000000000004,8.772011,7.1983757,16,4
BD55-5333,F2,0.00020659919028340082,0.4,8.772011,7.1983757,16,4
