Unnamed: 0,UMAP Dimension 1,UMAP Dimension 2,antibody,Cluster
620,-1.1169928,9.293913,BD55-893,4
621,1.8036014,11.032508,BD55-899,9
622,-3.0937493,8.979396,BD55-903,4
623,-3.592314,2.82136,BD55-905,1
624,-2.9678082,9.017839,BD55-906,4
625,-4.2190895,7.539773,BD55-910,4
626,-2.951617,9.007875,BD55-913,4
627,0.9543169,11.640245,BD55-917,9
628,13.032066,14.881395,BD55-918,0
629,8.285051,10.4648285,BD55-925,2
630,-1.6665431,1.5358101,BD55-927,1
631,0.27271783,12.369861,BD55-93,9
632,0.08841511,10.117033,BD55-931,9
633,5.833179,3.7471263,BD55-934,5
634,5.516645,7.060772,BD55-935,5
635,13.552077,15.8889675,BD55-936,0
636,1.6119368,10.430413,BD55-939,9
637,-7.1434298,3.9712386,BD55-944,7
638,6.1248784,6.1893177,BD55-947,5
639,9.522358,12.563498,BD55-948,0
640,1.0581561,11.563956,BD55-958,9
641,-4.24448,8.054504,BD55-965,4
642,-1.2580404,9.200399,BD55-97,4
643,1.0488422,11.519957,BD55-970,9
644,0.5326738,10.838331,BD55-972,9
645,3.7236185,11.487397,BD55-977,9
646,10.548413,12.182243,BD55-979,0
647,-1.7061995,1.396812,BD55-987,1
648,1.8908548,11.122491,BD55-988,9
649,-3.6917605,1.6188803,BD56-003,1
650,10.859935,-3.7281964,BD56-005,3
651,4.2189503,3.782131,BD56-006,5
652,1.4672915,0.23322238,BD56-008,6
653,11.103554,12.478038,BD56-010,0
654,9.841554,12.78227,BD56-012,0
655,3.4524157,8.370269,BD56-014,9
656,10.040071,9.316215,BD56-015,2
657,6.938285,6.979096,BD56-016,2
658,2.7830284,0.056528088,BD56-020,6
659,-1.8479793,1.5529233,BD56-021,1
660,3.522627,8.014764,BD56-022,5
661,13.399437,15.406678,BD56-027,0
662,5.4460754,7.2601876,BD56-028,5
663,6.8943276,4.7630277,BD56-029,5
664,-0.7102795,0.40854397,BD56-030,6
665,3.3561268,7.9682727,BD56-031,5
666,4.2560687,12.0140505,BD56-032,9
667,9.048183,12.042361,BD56-039,0
668,8.498863,6.125463,BD56-040,2
669,7.8084025,8.772256,BD56-046,2
670,9.057605,-3.0553067,BD56-049,3
671,8.681969,7.5346017,BD56-054,2
672,13.174793,15.065418,BD56-055,0
673,-3.5874157,7.9116096,BD56-059,4
674,4.915703,11.969902,BD56-068,9
675,5.163864,5.394063,BD56-071,5
676,8.182013,10.709202,BD56-075,2
677,4.9979243,11.979919,BD56-076,9
678,3.4231615,8.353554,BD56-077,9
679,4.3355336,12.0424185,BD56-078,9
680,3.3518934,6.5216107,BD56-085,5
681,11.114635,11.918863,BD56-090,0
682,8.986572,11.874585,BD56-091,0
683,3.4627955,11.246098,BD56-092,9
684,4.2606916,12.008699,BD56-099,9
685,8.199182,10.471813,BD56-1064,2
686,1.8489628,11.063784,BD56-108,9
687,1.4091133,10.357603,BD56-112,9
688,11.186668,13.034649,BD56-114,0
689,5.028007,12.007749,BD56-115,9
690,8.85524,8.942199,BD56-118,2
691,-5.0725613,8.562079,BD56-1181,8
692,7.554355,8.477407,BD56-121,2
693,13.334914,15.463907,BD56-1219,0
694,1.6465765,10.450061,BD56-1223,9
695,7.482341,6.7260222,BD56-1228,2
696,10.120684,13.214919,BD56-123,0
697,-1.1205558,9.278059,BD56-1230,4
698,1.1437713,11.5068655,BD56-1231,9
699,12.186161,14.275368,BD56-1234,0
700,3.5479403,11.245642,BD56-1235,9
701,4.4069414,5.315717,BD56-124,5
702,-5.8409505,8.808364,BD56-1243,8
703,9.774024,9.003866,BD56-1245,2
704,11.591877,12.993659,BD56-1248,0
705,8.94168,8.900583,BD56-1249,2
706,13.344944,15.121114,BD56-125,0
707,-5.60355,8.776519,BD56-1250,8
708,3.370744,6.8392653,BD56-1251,5
709,5.1920495,5.4325886,BD56-1252,5
710,5.6776175,7.2054286,BD56-1254,5
711,4.9067307,5.273365,BD56-1256,5
712,-6.64766,4.700567,BD56-1257,7
713,4.0361834,7.8152776,BD56-1258,5
714,7.6298084,8.57904,BD56-1261,2
715,-6.727286,8.833931,BD56-1262,8
716,-7.2101307,8.168804,BD56-1265,8
717,13.36051,15.516211,BD56-1266,0
718,2.7926269,7.1303663,BD56-1268,5
719,13.122809,14.982055,BD56-1271,0
720,-2.381317,8.262621,BD56-1273,4
721,3.7633867,7.938372,BD56-1277,5
722,2.0643837,10.896992,BD56-1279,9
723,8.512951,8.096695,BD56-1281,2
724,3.552422,11.336192,BD56-1282,9
725,7.6697183,8.3095255,BD56-1284,2
726,9.732876,9.051414,BD56-1285,2
727,5.9224806,6.4103594,BD56-1286,5
728,9.661367,-3.3353677,BD56-1287,3
729,9.942256,7.667977,BD56-1290,2
730,7.687518,6.9175286,BD56-1295,2
731,13.133486,15.039112,BD56-1297,0
732,3.8882499,3.103781,BD56-1301,5
733,4.604925,7.460166,BD56-1303,5
734,6.703771,6.3407497,BD56-1305,5
735,12.645947,14.449932,BD56-1307,0
736,-6.6037397,2.6961985,BD56-1309,7
737,12.294054,14.3389435,BD56-1316,0
738,-5.70486,8.789496,BD56-1319,8
739,1.1666297,11.493278,BD56-132,9
740,9.016789,7.7075715,BD56-1322,2
741,9.766531,12.844539,BD56-1326,0
742,-1.2769305,9.189358,BD56-1327,4
743,5.225491,12.091948,BD56-1328,9
744,4.269731,2.9373436,BD56-133,5
745,10.6675825,12.096504,BD56-1333,0
746,11.845936,13.334288,BD56-136,0
747,12.239237,13.952687,BD56-137,0
748,6.0941515,3.8459098,BD56-1382,5
749,-1.6755931,1.4196843,BD56-1390,1
750,11.003582,-3.788607,BD56-1391,3
751,-4.337727,8.066503,BD56-1393,4
752,-6.2727876,8.660348,BD56-1403,8
753,7.6762867,8.908478,BD56-141,2
754,9.671274,8.995244,BD56-1410,2
755,13.362351,15.208417,BD56-1414,0
756,8.009011,9.072342,BD56-1416,2
757,0.31214154,10.237831,BD56-1417,9
758,3.4779294,7.788409,BD56-1420,5
759,11.563615,12.914985,BD56-1421,0
760,4.5860276,5.0827107,BD56-1422,5
761,-5.0196166,8.532101,BD56-1428,8
762,13.413712,15.525861,BD56-1431,0
763,1.1926948,11.474759,BD56-1433,9
764,10.846749,12.895703,BD56-1436,0
765,7.7221603,9.088452,BD56-1438,2
766,13.594722,-4.5115166,BD56-1439,3
767,13.522589,-4.450195,BD56-1446,3
768,8.820824,6.8431187,BD56-1447,2
769,0.43450883,10.508793,BD56-1448,9
770,8.041154,9.026056,BD56-145,2
771,5.8936186,6.5095954,BD56-1450,5
772,-4.1034317,7.813448,BD56-1451,4
773,3.982149,3.0292442,BD56-1452,5
774,8.414787,6.597602,BD56-1453,2
775,12.40785,14.341992,BD56-1456,0
776,8.540021,6.081441,BD56-1457,2
777,-6.6311774,3.4902477,BD56-1459,7
778,0.48990902,10.81116,BD56-1460,9
779,-4.999915,8.536792,BD56-1463,8
780,8.61915,10.890443,BD56-1464,2
781,4.535681,5.169104,BD56-1466,5
782,2.1053202,10.927866,BD56-1468,9
783,10.101664,-3.5100698,BD56-1469,3
784,10.090313,-3.516086,BD56-147,3
785,7.2582145,6.9719214,BD56-1470,2
786,10.163046,9.111021,BD56-1471,2
787,8.839027,6.8653164,BD56-1474,2
788,4.5339103,4.36854,BD56-1475,5
789,-2.443496,8.21995,BD56-1477,4
790,7.421336,6.957385,BD56-1479,2
791,-6.6869144,8.880393,BD56-1481,8
792,7.676163,9.138621,BD56-1482,2
793,9.034355,8.95753,BD56-1485,2
794,8.465441,8.077429,BD56-1486,2
795,7.304398,6.753625,BD56-1517,2
796,-6.7303357,4.8865037,BD56-1518,7
797,11.768566,13.237873,BD56-152,0
798,4.11358,2.9162364,BD56-1520,5
799,3.7343032,6.8782263,BD56-1521,5
800,10.125751,13.2751875,BD56-153,0
801,9.806024,12.603037,BD56-1537,0
802,3.3780746,6.8303294,BD56-1546,5
803,-7.355986,3.3396952,BD56-1552,7
804,-2.0316339,1.215907,BD56-1567,1
805,3.3700929,8.2657585,BD56-1573,9
806,-7.1226525,3.992755,BD56-1585,7
807,10.4767475,12.81018,BD56-1592,0
808,3.5916135,11.379026,BD56-1596,9
809,8.36533,8.033922,BD56-1598,2
810,13.662568,-4.571345,BD56-1609,3
811,4.4822264,5.0162387,BD56-1612,5
812,9.549467,8.216367,BD56-1616,2
813,-2.2687316,8.377346,BD56-1618,4
814,8.97472,7.8053694,BD56-1620,2
815,7.82092,8.696353,BD56-163,2
816,11.844938,-3.9843788,BD56-1631,3
817,13.485028,15.735763,BD56-1637,0
818,6.1833863,3.851165,BD56-1641,5
819,3.4160833,7.2317777,BD56-1648,5
820,4.9734664,11.9783945,BD56-1650,9
821,0.2816528,12.362812,BD56-1651,9
822,4.1337066,6.8531137,BD56-1652,5
823,11.132593,11.794249,BD56-1657,0
824,3.6287153,11.423164,BD56-1658,9
825,3.9133222,6.798216,BD56-1661,5
826,13.061136,-4.1968083,BD56-1662,3
827,2.159582,10.976266,BD56-1663,9
828,3.7187812,11.48593,BD56-1667,9
829,8.895273,8.716171,BD56-1668,2
830,8.855446,-2.9038239,BD56-1679,3
831,-7.2924156,3.6025138,BD56-1684,7
832,12.555405,14.420192,BD56-1687,0
833,10.387719,8.542239,BD56-1689,2
834,10.264421,12.672254,BD56-169,0
835,3.6047637,11.402374,BD56-1690,9
836,7.2264724,6.5808086,BD56-1691,2
837,9.705066,9.082246,BD56-1692,2
838,7.7413573,6.762854,BD56-1693,2
839,11.661234,13.638418,BD56-1694,0
840,9.697738,7.772091,BD56-1697,2
841,3.543323,11.164929,BD56-1699,9
842,7.808786,8.810567,BD56-170,2
843,6.9908123,6.3237553,BD56-1701,5
844,11.374097,12.950088,BD56-1709,0
845,8.438856,9.856071,BD56-1710,2
846,6.377014,6.833042,BD56-1711,5
847,3.1671276,6.84842,BD56-1712,5
848,7.6971164,6.8931284,BD56-1714,2
849,8.547349,6.083201,BD56-1716,2
850,11.969648,-4.0258875,BD56-1717,3
851,12.767812,14.582981,BD56-1719,0
852,5.2104797,12.087696,BD56-1721,9
853,8.303625,6.518186,BD56-1727,2
854,5.125004,12.045776,BD56-1729,9
855,8.550114,6.0838866,BD56-1730,2
856,8.583816,10.302204,BD56-1735,2
857,11.098993,12.039454,BD56-1737,0
858,1.0097334,11.584191,BD56-1739,9
859,8.498337,6.0309453,BD56-1740,2
860,10.376402,8.583468,BD56-1742,2
861,7.6358676,8.71237,BD56-1743,2
862,3.1941564,8.821663,BD56-1744,9
863,1.9681284,11.142497,BD56-1749,9
864,-6.6433473,8.762615,BD56-1754,8
865,5.2217965,3.7465189,BD56-1755,5
866,4.225996,11.958248,BD56-1756,9
867,-0.83227336,9.48633,BD56-1757,4
868,3.2055542,7.907855,BD56-1759,5
869,7.7143927,6.7848907,BD56-1760,2
870,13.533128,15.848332,BD56-1761,0
871,6.8580756,6.9932165,BD56-1762,2
872,3.4776778,8.270913,BD56-1764,9
873,3.909313,11.640433,BD56-1765,9
874,4.1823545,11.91997,BD56-1768,9
875,6.2741585,6.794608,BD56-1769,5
876,11.626621,14.011859,BD56-177,0
877,-4.4945364,7.458056,BD56-1770,4
878,13.585715,-4.506455,BD56-1775,3
879,13.561853,-4.4856424,BD56-1776,3
880,0.44285572,10.621563,BD56-1777,9
881,11.261207,12.665881,BD56-1779,0
882,-1.7246209,1.3149856,BD56-1780,1
883,7.8036165,6.959264,BD56-1781,2
884,4.518923,7.6667953,BD56-1782,5
885,1.5213511,10.514653,BD56-1784,9
886,9.715029,8.892131,BD56-1785,2
887,13.303205,-4.309397,BD56-1787,3
888,3.5633,11.358441,BD56-1789,9
889,5.579704,7.1976614,BD56-1790,5
890,1.514091,10.252856,BD56-1791,9
891,3.8271456,6.8203874,BD56-1793,5
892,8.1683035,6.5763803,BD56-1797,2
893,7.2546906,6.9869137,BD56-1798,2
894,5.75895,6.6940866,BD56-1800,5
895,-4.038813,7.9823713,BD56-1802,4
896,4.334495,5.1898594,BD56-1803,5
897,1.9304032,11.096288,BD56-1805,9
898,3.55212,11.348257,BD56-1808,9
899,-2.0142665,1.5798736,BD56-1809,1
900,7.42547,6.7026086,BD56-181,2
901,4.025537,6.875251,BD56-1811,5
902,9.564819,12.65951,BD56-1813,0
903,6.4686785,6.0456486,BD56-1814,5
904,12.402961,-4.065435,BD56-1815,3
905,5.0984516,12.022356,BD56-1817,9
906,6.745384,4.3318243,BD56-1818,5
907,4.4321103,11.983208,BD56-1819,9
908,-4.2190366,1.9881752,BD56-1820,1
909,5.8847837,6.220261,BD56-1821,5
910,2.744845,0.09105721,BD56-1823,6
911,8.977299,7.786639,BD56-1824,2
912,9.737484,7.329008,BD56-1825,2
913,6.7365613,6.9800916,BD56-1827,5
914,11.707039,13.125985,BD56-1828,0
915,9.92767,-3.409133,BD56-1829,3
916,11.130862,11.706183,BD56-1832,0
917,13.630222,-4.536904,BD56-1833,3
918,8.958934,8.782777,BD56-1834,2
919,9.897818,9.127645,BD56-1837,2
920,-6.737205,4.7232795,BD56-1838,7
921,3.480085,7.490802,BD56-1839,5
922,5.5632668,3.7725105,BD56-184,5
923,-2.7547832,9.007946,BD56-1840,4
924,7.41761,6.9765162,BD56-1842,2
925,1.8199756,11.121603,BD56-1843,9
926,13.311392,15.077352,BD56-1844,0
927,4.003838,3.523071,BD56-1847,5
928,-5.086591,8.570796,BD56-1850,8
929,4.497811,4.459521,BD56-1852,5
930,-3.5912323,7.9238596,BD56-1853,4
931,4.0280776,2.9747508,BD56-1856,5
932,9.80242,7.432517,BD56-1857,2
933,2.771549,7.11214,BD56-1859,5
934,-2.4536622,8.205035,BD56-1860,4
935,12.984752,-4.2011604,BD56-1861,3
936,3.265485,7.66172,BD56-1862,5
937,-2.0014482,1.203684,BD56-1863,1
938,5.8703575,6.631096,BD56-1866,5
939,-3.5704207,7.9232903,BD56-1869,4
940,8.764402,-2.8356872,BD56-187,3
941,13.478535,-4.4166613,BD56-1872,3
942,3.4181044,8.11186,BD56-1873,5
943,8.853028,11.257915,BD56-1876,2
944,3.9077358,3.1013906,BD56-1877,5
945,4.510047,7.6449785,BD56-1878,5
946,2.615246,7.004522,BD56-1879,5
947,-6.863048,4.540296,BD56-1880,7
948,0.42385858,10.533866,BD56-1881,9
949,-1.3757946,9.128716,BD56-1883,4
950,9.797866,7.37727,BD56-1885,2
951,3.3056133,6.3939953,BD56-1886,5
952,-1.525643,9.057559,BD56-1887,4
953,8.961935,-2.9937968,BD56-1889,3
954,1.244435,11.439641,BD56-1890,9
955,6.2063255,6.8986006,BD56-1891,5
956,1.6918094,10.904334,BD56-1892,9
957,9.113952,-3.0871034,BD56-1893,3
958,7.736245,6.704401,BD56-1894,2
959,-1.8497251,1.5708555,BD56-1895,1
960,12.69803,-4.119421,BD56-1896,3
961,10.262583,13.312164,BD56-1898,0
962,9.931719,9.149523,BD56-1899,2
963,-6.7739944,8.816362,BD56-1900,8
964,-5.043682,8.546651,BD56-1903,8
965,13.310169,-4.3074846,BD56-1904,3
966,3.2867386,8.005979,BD56-1905,5
967,-1.9996957,8.70173,BD56-1907,4
968,-1.8161085,1.5830629,BD56-1908,1
969,5.519658,6.8590755,BD56-1909,5
970,9.778104,7.3914585,BD56-1910,2
971,7.3916078,6.781131,BD56-1911,2
972,4.8824987,11.885467,BD56-1912,9
973,-4.2090945,7.616639,BD56-1915,4
974,-7.3648963,3.2546792,BD56-1916,7
975,-5.452981,8.668483,BD56-1921,8
976,7.7372193,6.7540345,BD56-1923,2
977,-1.9807783,1.4230444,BD56-1924,1
978,-6.8602767,4.5890303,BD56-1925,7
979,0.35701948,12.260876,BD56-1927,9
980,-2.2978873,8.991342,BD56-1928,4
981,10.741684,12.194856,BD56-1929,0
982,-4.13637,8.006744,BD56-1930,4
983,13.43416,15.2394705,BD56-1931,0
984,-1.3302491,9.1661,BD56-1934,4
985,11.359216,13.807931,BD56-1935,0
986,-7.2887735,3.603199,BD56-1937,7
987,-1.6191391,1.3483686,BD56-1944,1
988,-2.381961,8.254208,BD56-1945,4
989,-1.393419,9.128008,BD56-1949,4
990,11.859456,14.083089,BD56-204,0
991,7.704042,8.668929,BD56-205,2
992,9.071532,12.057245,BD56-210,0
993,11.30424,13.928856,BD56-211,0
994,6.8348436,4.463907,BD56-215,5
995,9.946481,13.088749,BD56-216,0
996,13.386823,15.17379,BD56-222,0
997,8.73377,11.216109,BD56-232,2
998,-7.334281,7.6256986,BD56-233,8
999,-3.6137085,1.5864289,BD56-234,1
1000,8.82975,11.2899,BD56-263,2
1001,9.3699465,-3.2582464,BD56-265,3
1002,-0.7694797,0.4268906,BD56-300,6
1003,9.878636,7.6879177,BD56-327,2
1004,7.603169,8.596536,BD56-395,2
1005,4.117416,3.8001993,BD56-400,5
1006,4.0365405,2.94521,BD56-408,5
1007,4.5584774,5.1923037,BD56-410,5
1008,8.866028,11.553817,BD56-411,2
1009,-6.8633847,4.56056,BD56-412,7
1010,-6.8340044,8.107235,BD56-413,8
1011,11.112759,-3.8346927,BD56-416,3
1012,11.866744,-3.9898689,BD56-418,3
1013,9.780497,7.4373145,BD56-419,2
1014,-4.0781984,7.277849,BD56-420,4
1015,-7.3174233,3.0293934,BD56-423,7
1016,10.811497,-3.7184966,BD56-424,3
1017,-2.0542347,1.1132458,BD56-425,1
1018,13.287242,-4.289506,BD56-426,3
1019,9.736131,8.94466,BD56-427,2
1020,13.148353,-4.232436,BD56-428,3
1021,8.891082,8.785074,BD56-430,2
1022,11.012201,-3.7941236,BD56-431,3
1023,3.457353,10.866459,BD56-432,9
1024,-1.8654764,8.824296,BD56-433,4
1025,11.105755,12.207013,BD56-436,0
1026,-2.4181058,8.23115,BD56-437,4
1027,13.217631,15.379202,BD56-438,0
1028,10.221854,13.216491,BD56-439,0
1029,12.215731,-4.039823,BD56-441,3
1030,4.378037,12.001945,BD56-443,9
1031,5.150614,12.055745,BD56-445,9
1032,13.448002,15.61832,BD56-446,0
1033,11.933146,-4.001063,BD56-447,3
1034,5.451373,7.2875214,BD56-454,5
1035,1.6269755,10.804563,BD56-456,9
1036,12.726893,-4.1333942,BD56-457,3
1037,9.653433,7.282591,BD56-458,2
1038,4.0503345,3.6638775,BD56-460,5
1039,0.45271417,10.652115,BD56-461,9
1040,4.898998,11.92451,BD56-464,9
1041,8.205341,10.532402,BD56-466,2
1042,8.617214,8.100481,BD56-467,2
1043,11.207426,12.322725,BD56-468,0
1044,11.092408,-3.8513803,BD56-470,3
1045,11.258625,-3.8528552,BD56-471,3
1046,12.670006,-4.1155014,BD56-472,3
1047,11.37591,-3.9081192,BD56-474,3
1048,0.023694834,10.064009,BD56-475,9
1049,7.146343,7.0072656,BD56-476,2
1050,2.6386762,6.951497,BD56-477,5
1051,12.957061,-4.159928,BD56-479,3
1052,3.366382,6.686772,BD56-480,5
1053,10.074296,-3.4918551,BD56-481,3
1054,12.917714,14.883792,BD56-482,0
1055,11.87241,-3.982484,BD56-483,3
1056,0.47561815,12.126867,BD56-486,9
1057,11.102484,-3.8265755,BD56-489,3
1058,10.559104,8.690322,BD56-490,2
1059,1.3007464,10.341006,BD56-491,9
1060,-5.6559877,8.803228,BD56-493,8
1061,6.581562,6.4936233,BD56-495,5
1062,11.133578,-3.840001,BD56-499,3
1063,6.3903675,6.819299,BD56-500,5
1064,5.1971903,12.084095,BD56-502,9
1065,3.3102028,7.219297,BD56-505,5
1066,9.985969,-3.466901,BD56-506,3
1067,4.3017044,12.0121,BD56-507,9
1068,13.517679,-4.4488316,BD56-508,3
1069,10.522949,8.674101,BD56-509,2
1070,12.240582,-4.0443373,BD56-510,3
1071,10.927143,12.087528,BD56-516,0
1072,13.401816,15.372407,BD56-518,0
1073,12.651286,-4.0923104,BD56-519,3
1074,9.584501,7.792727,BD56-520,2
1075,6.798248,6.424035,BD56-524,5
1076,9.75638,7.886008,BD56-525,2
1077,4.4964294,4.606857,BD56-531,5
1078,12.719047,-4.1201663,BD56-532,3
1079,8.9227295,8.783594,BD56-534,2
1080,10.324481,8.404138,BD56-535,2
1081,9.694078,7.4117775,BD56-537,2
1082,7.6730614,6.7284217,BD56-538,2
1083,12.34557,14.26383,BD56-539,0
1084,2.0171444,11.101261,BD56-541,9
1085,13.10054,14.99787,BD56-545,0
1086,4.2206826,11.942163,BD56-546,9
1087,7.6970625,8.4600725,BD56-552,2
1088,10.387377,8.495553,BD56-554,2
1089,11.222222,-3.8739965,BD56-556,3
1090,3.3806014,8.027326,BD56-558,5
1091,13.15359,-4.2461963,BD56-564,3
1092,10.352207,13.404768,BD56-565,0
1093,5.14706,7.2208586,BD56-566,5
1094,8.258353,10.560554,BD56-571,2
1095,13.441294,15.253112,BD56-574,0
1096,9.605268,12.698879,BD56-577,0
1097,-1.710431,1.5565256,BD56-579,1
1098,8.58555,7.5739512,BD56-581,2
1099,11.1948595,11.638258,BD56-585,0
1100,5.561891,7.2214065,BD56-587,5
1101,13.311063,-4.3083634,BD56-589,3
1102,5.946376,6.3941298,BD56-592,5
1103,13.511978,-4.4477115,BD56-593,3
1104,10.398489,8.547954,BD56-595,2
1105,9.976633,13.039855,BD56-596,0
1106,10.91011,12.130465,BD56-597,0
1107,4.294874,3.8265991,BD56-602,5
1108,2.0984173,0.36088634,BD56-603,6
1109,0.6280266,11.959686,BD56-605,9
1110,13.600899,-4.5216575,BD56-606,3
1111,3.8408923,11.57435,BD56-608,9
1112,8.515139,11.077006,BD56-612,2
1113,6.434133,6.0300136,BD56-615,5
1114,1.7844243,11.020918,BD56-618,9
1115,-6.598334,2.6290329,BD56-619,7
1116,13.174539,15.16462,BD56-621,0
1117,9.691045,7.928503,BD56-623,2
1118,11.046773,12.3619995,BD56-624,0
1119,13.613236,16.004795,BD56-626,0
1120,3.609638,6.947372,BD56-631,5
1121,11.138237,11.953616,BD56-632,0
1122,13.535851,15.925984,BD56-633,0
1123,9.22963,8.36028,BD56-634,2
1124,13.300679,15.149615,BD56-638,0
1125,10.82486,12.410728,BD56-640,0
1126,9.44591,12.506325,BD56-642,0
1127,5.111584,5.3662925,BD56-646,5
1128,9.754408,7.428133,BD56-647,2
1129,11.3993,13.068476,BD56-649,0
1130,10.346105,13.147757,BD56-654,0
1131,10.288762,-3.5760567,BD56-657,3
1132,10.11916,8.08264,BD56-660,2
1133,11.29042,13.925385,BD56-664,0
1134,3.5836797,11.378216,BD56-669,9
1135,4.432404,7.652453,BD56-671,5
1136,11.181598,11.647197,BD56-678,0
1137,8.343058,10.6645565,BD56-681,2
1138,8.536098,6.0910816,BD56-682,2
1139,13.477271,15.542413,BD56-683,0
1140,9.636412,12.692582,BD56-685,0
1141,11.359166,13.967735,BD56-702,0
1142,13.429075,15.171294,BD56-713,0
1143,6.884632,6.4047346,BD56-719,5
1144,5.12345,7.4316,BD56-729,5
1145,10.814745,12.810418,BD56-731,0
1146,5.2789907,5.4422407,BD56-739,5
1147,3.9667957,3.037215,BD56-887,5
1148,9.10673,7.791907,BD56-900,2
1149,6.937755,4.747987,BD56-902,5
1150,3.497335,11.304088,BD56-904,9
1151,0.44787028,10.273812,BD56-907,9
1152,0.5508371,11.018419,BD56-908,9
1153,8.954461,7.8323045,BD56-910,2
1154,12.407539,14.1327305,BD56-915,0
1155,11.388209,13.794967,BD56-916,0
1156,-6.822616,8.737083,BD56-917,8
1157,13.562278,-4.488448,BD56-920,3
1158,4.697323,7.3970513,BD56-926,5
1159,7.6729836,9.149282,BD56-935,2
1160,6.0083337,7.0373125,BD56-937,5
1161,0.17650563,12.4797,BD56-940,9
1162,13.497794,15.8756075,BD56-944,0
1163,4.5789537,7.4967566,BD56-949,5
1164,3.6157455,11.403838,BD56-951,9
1165,9.043044,11.530211,BD56-953,2
1166,13.586432,15.957823,BD56-955,0
1167,13.630428,16.009506,BD56-959,0
1168,3.411149,8.278105,BD56-960,9
1169,-6.6948414,3.802137,BD56-961,7
1170,8.673018,7.6495256,BD56-963,2
1171,13.185286,15.041019,BD56-964,0
1172,11.913988,-3.9983826,BD56-965,3
1173,-4.3141,2.0361953,BD56-969,1
1174,11.702365,13.319216,BD56-973,0
1175,5.0917163,12.025257,BD56-974,9
1176,12.374689,14.377075,BD56-976,0
1177,6.8251405,5.9559045,BD57-001,5
1178,4.4576216,4.95475,BD57-002,5
1179,-7.0503817,4.1474547,BD57-003,7
1180,9.294962,12.290068,BD57-004,0
1181,-6.631677,4.688327,BD57-005,7
1182,-6.5814314,3.3947668,BD57-006,7
1183,11.193069,13.8857,BD57-008,0
1184,13.187622,15.067542,BD57-009,0
1185,3.8104103,6.814039,BD57-010,5
1186,8.782127,11.359045,BD57-0109,2
1187,9.180139,-3.1423852,BD57-012,3
1188,11.413883,13.955093,BD57-0121,0
1189,-4.1808214,1.9548134,BD57-013,1
1190,7.5454607,8.57009,BD57-014,2
1191,8.114317,7.897966,BD57-015,2
1192,6.5899262,3.850096,BD57-016,5
1193,-2.2257364,1.7128011,BD57-017,1
1194,-7.0758133,3.0220504,BD57-018,7
1195,0.34953037,12.2488785,BD57-020,9
1196,8.7034445,-2.7767792,BD57-022,3
1197,9.840055,12.882531,BD57-0221,0
1198,9.945845,7.897404,BD57-023,2
1199,6.8791003,4.7351885,BD57-0233,5
1200,4.4532466,4.414069,BD57-024,5
1201,-3.0274892,8.013265,BD57-025,4
1202,6.4872484,6.078319,BD57-028,5
1203,-7.29627,7.1551905,BD57-0287,8
1204,-7.1534805,7.713508,BD57-029,8
1205,8.5070915,8.045388,BD57-030,2
1206,8.931924,-2.9736433,BD57-031,3
1207,-1.5896921,1.3168095,BD57-0323,1
1208,3.4740555,8.152378,BD57-035,5
1209,12.678266,14.497649,BD57-0368,0
1210,4.352703,4.4540625,BD57-037,5
1211,13.242165,-4.2684684,BD57-038,3
1212,7.87824,6.6208167,BD57-039,2
1213,1.7331645,10.504256,BD57-0411,9
1214,3.4123383,7.1692104,BD57-042,5
1215,-2.0550337,1.6610959,BD57-043,1
1216,5.022756,5.311703,BD57-045,5
1217,1.4779354,10.389102,BD57-046,9
1218,-4.0475492,7.1679063,BD57-047,4
1219,9.862934,-3.4061804,BD57-049,3
1220,1.7100568,10.453402,BD57-051,9
1221,8.590046,8.143039,BD57-052,2
1222,3.4187305,8.432639,BD57-054,9
1223,5.837837,6.534391,BD57-058,5
1224,5.9459715,7.1075444,BD57-059,5
1225,0.40974817,10.471628,BD57-060,9
1226,8.904884,7.7423515,BD57-061,2
1227,13.318864,-4.3169055,BD57-062,3
1228,3.2250082,7.062594,BD57-065,5
1229,2.0801225,11.03535,BD57-067,9
1230,11.169874,11.65506,BD57-068,0
1231,3.555354,11.342958,BD57-069,9
1232,4.3317704,12.0333605,BD57-070,9
1233,6.7729087,4.1098423,BD57-072,5
1234,8.39984,7.5643764,BD57-073,2
1235,0.16350505,12.493674,BD57-077,9
1236,2.7150357,6.8809595,BD57-078,5
1237,12.618424,-4.109428,BD57-079,3
1238,9.531399,8.976296,BD57-080,2
1239,9.796472,7.504378,BD57-082,2
1240,4.3416734,12.006149,BD57-085,9
1241,9.772978,12.700778,BD57-087,0
1242,1.8551924,11.10688,BD57-089,9
1243,11.621821,12.917307,BD57-098,0
1244,9.930341,9.098343,BD57-099,2
1245,-4.087036,7.1713157,BD58-0448,4
1246,-3.0243766,9.003848,BD58-0573,4
1247,0.1943922,12.457013,BD58-0577,9
1248,0.98630935,11.555683,BD58-0580,9
1249,9.816967,7.4444475,BD58-0588,2
1250,11.685155,13.604942,BD58-0589,0
1251,-6.6574326,3.6663194,BG1-24,7
1252,-7.2943273,7.5543985,BG10-19,8
1253,4.456094,4.493097,BG4-25,5
1254,-6.992629,8.480059,BG7-20,8
1255,-4.004225,7.940605,C002,4
1256,3.8236597,6.8664436,C034,5
1257,-5.836176,8.892652,C058,8
